label,full_text,username,clean_text,stemmed_text
positif,Jangan lewatkan BSI Charity Concert 2023 dan sebarkan kebaikannya.\n\n#BankSyariahIndonesia #TumbuhSeimbangDanBerkelanjutan #BSICharityConcert2023 #PerjalananSebuahMahakarya,bankbsi_id,jangan lewatkan bsi charity concert dan sebarkan kebaikannyann ,jangan lewat bsi charity concert dan sebar kebaikannyann
positif,Semoga kita semua selalu berada di dalam lindungan Allah SWT di hari Jumat mulia ini. \n\n#BankSyariahIndonesia #TumbuhSeimbangDanBerkelanjutan,bankbsi_id,semoga kita semua selalu berada di dalam lindungan allah swt di hari jumat mulia ini nn ,moga kita semua selalu ada di dalam lindung allah swt di hari jumat mulia ini nn
positif,@desintadess Indonesia dengan centang biru (verified)\nTwitter: @bankbsi_id dengan centang biru (verified)\nLivechat: https://t.co/KgD0OPHhzs\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah d,bankbsi_id,desintadess dengan centang biru verifiedntwitter bankbsi_id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah d,desintadess dengan centang biru verifiedntwitter bankbsi id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah d
netral,Tandai tanggalnya dan jangan sampai terlewat ya,,tandai tanggalnya dan jangan sampai terlewat ya,tanda tanggal dan jangan sampai lewat ya
positif,Bank Syariah Indonesia akan menggelar konser amal,,bank syariah akan menggelar konser amal,bank syariah akan gelar konser amal
netral,@bankbsi_id @banksyariahindonesia check dm min,babymatc_,bankbsi_id banksyariahindonesia check dm min,bankbsi id banksyariahindonesia check dm min
positif,Allahummaghfirlahu warhamhu wa'afihi wa'fuâ€™anhu (Ya Allah,,allahummaghfirlahu warhamhu waafihi wafuâanhu ya allah,allahummaghfirlahu warhamhu waafihi wafu anhu ya allah
netral,Intinya kalian harus lebih teliti lagi dan waspada ya,,intinya kalian harus lebih teliti lagi dan waspada ya,inti kalian harus lebih teliti lagi dan waspada ya
positif,BSI menghadirkan layanan mobil ATM disaat penyelenggaraan F1 Powerboat World Championship (F1H20) 2023. Hal ini mempermudahkan masyarakat dan pelaku UMKM di Danau Toba. \n\n#f1h20 #banksyariahindonesia #kenalsyariah #syariahyuk https://t.co/opYSnAmY74,syariahyuk,bsi menghadirkan layanan mobil atm disaat penyelenggaraan f powerboat world championship fh hal ini mempermudahkan masyarakat dan pelaku umkm di danau toba nn ,bsi hadir layan mobil atm saat selenggara f powerboat world championship fh hal ini mudah masyarakat dan laku umkm di danau toba nn
positif,@AdeSoli76405438 (verified)\nLivechat: https://t.co/KgD0OPHhzs\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan selamat beristirahat. Terima kasih - Hilman,bankbsi_id,adesoli verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan selamat beristirahat terima kasih hilman,adesoli verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan selamat istirahat terima kasih hilman
positif,Jangan sampai telat nonton dan jadi bagian dari dua tahunnya Bank Syariah Indonesia.\n\n#BankSyariahIndonesia #TumbuhSeimbangDanBerkelanjutan #BSICharityConcert2023 #PerjalananSebuahMahakarya,bankbsi_id,jangan sampai telat nonton dan jadi bagian dari dua tahunnya bank syariah nn ,jangan sampai telat nonton dan jadi bagi dari dua tahun bank syariah nn
netral,Untuk awal tahun 2023,,untuk awal tahun ,untuk awal tahun
netral,Now introducing @FilecoinTools,,now introducing filecointools,now introducing filecointools
netral,Dewan Komisaris,,dewan komisaris,dewan komisaris
netral,Para pembicara ternama akan hadir,,para pembicara ternama akan hadir,para bicara nama akan hadir
positif,Simak yuk beberapa amalan sederhana berikut ini supaya kalian lebih giat lagi melakukannya agar hidup menjadi lebih berkah. \n\n#BankSyariahIndonesia  #TumbuhSeimbangDanBerkelanjutan #BerkaryaBersamaBSI https://t.co/IcSRmHVloY,bankbsi_id,simak yuk beberapa amalan sederhana berikut ini supaya kalian lebih giat lagi melakukannya agar hidup menjadi lebih berkah nn ,simak yuk beberapa amal sederhana ikut ini supaya kalian lebih giat lagi laku agar hidup jadi lebih berkah nn
positif,Segenap Keluarga Besar PT Bank Syariah Indonesia Tbk mengucapkan selamat Hari Pers Nasional 2023.\n\nKami bersyukur atas keberadaan media dan pewarta yang selalu menjadi jembatan informasi dan pendidikan bagi masyarakat.\n\n#BankSyariahIndonesia https://t.co/Jwipky3frN,bankbsi_id,segenap keluarga besar pt bank syariah tbk mengucapkan selamat hari pers nasional nnkami bersyukur atas keberadaan media dan pewarta yang selalu menjadi jembatan informasi dan pendidikan bagi masyarakatnn ,segenap keluarga besar pt bank syariah tbk ucap selamat hari pers nasional nnkami syukur atas ada media dan warta yang selalu jadi jembatan informasi dan didik bagi masyarakatnn
netral,Untuk informasi lebih lanjut mengenai kantor cabang yang melaksanakan weekend banking,,untuk informasi lebih lanjut mengenai kantor cabang yang melaksanakan weekend banking,untuk informasi lebih lanjut kena kantor cabang yang laksana weekend banking
netral,PERBANDINGAN KINERJA KEUANGAN PT. BANK SYARIAH INDONESIA,,perbandingan kinerja keuangan pt bank syariah indonesia,banding kerja uang pt bank syariah indonesia
netral,@nza_121 Syariah Indonesia dengan centang biru (verified)\nTwitter: @bankbsi_id dengan centang emas (verified)\nLivechat: https://t.co/KgD0OPHhzs\nInstagram : @banksyariahindonesia dan @lifewithbsi dengan tanda centang biru (verified)\nEmail: (cont),bankbsi_id,nza_ syariah dengan centang biru verifiedntwitter bankbsi_id dengan centang emas verifiednlivechat banksyariahindonesia dan lifewithbsi dengan tanda centang biru verifiednemail cont,nza syariah dengan centang biru verifiedntwitter bankbsi id dengan centang emas verifiednlivechat banksyariahindonesia dan lifewithbsi dengan tanda centang biru verifiednemail cont
netral,@dindaskom (verified)\nTwitter: @bankbsi_id dengan centang biru (verified)\nLivechat: https://t.co/KgD0OPHhzs\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan Selamat Berakhir Pekan. Terim,bankbsi_id,dindaskom verifiedntwitter bankbsi_id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan selamat berakhir pekan terim,dindaskom verifiedntwitter bankbsi id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan selamat akhir pekan rim
netral,Akhirnya selesai juga dari tadi lama di pengenalan wajah \n\nPadahal gak ada aksesoris apa-apa wkwk \n#BSI\n#banksyariahIndonesia https://t.co/nGXdWGH2TU,bhektiprabowo,akhirnya selesai juga dari tadi lama di pengenalan wajah nnpadahal gak ada aksesoris apaapa wkwk nn ,akhir selesai juga dari tadi lama di kenal wajah nnpadahal gak ada aksesoris apaapa wkwk nn
positif,Jangan sampai terlewat ya! Gas langsung ke akun Instagram Bank Syariah Indonesia. \n\n#BankSyariahIndonesia  #TumbuhSeimbangDanBerkelanjutan #BerkaryaBersamaBSI,bankbsi_id,jangan sampai terlewat ya gas langsung ke akun instagram bank syariah nn ,jangan sampai lewat ya gas langsung ke akun instagram bank syariah nn
netral,@jangdede @bankbsi_id setau saya udah diumumin dari lama kok,,jangdede bankbsi_id setau saya udah diumumin dari lama kok,jangdede bankbsi id tau saya udah diumumin dari lama kok
netral,Hayo kalian waktu itu jawab mitos atau fakta nih? \n\n#BankSyariahIndonesia  #TumbuhSeimbangDanBerkelanjutan #BerkaryaBersamaBSI,bankbsi_id,hayo kalian waktu itu jawab mitos atau fakta nih nn ,hayo kalian waktu itu jawab mitos atau fakta nih nn
positif,Direktur INSIS KNEKS Jadi Tokoh Pendukung Gerakan Pemuda Eksyar https://t.co/inDRfoHNLD #BankSyariahIndonesia #ekonomisyariah #KNEKS #smescojakarta #sutanemirhidayat,indopos_id,direktur insis kneks jadi tokoh pendukung gerakan pemuda eksyar ,direktur insis kneks jadi tokoh dukung gera pemuda eksyar
positif,Klaim bonus hingga $5.000 saat Anda daftar dan deposit di XM. Daftar dan nikmati kondisi trading terbaik pada forex,,klaim bonus hingga saat anda daftar dan deposit di xm daftar dan nikmati kondisi trading terbaik pada forex,klaim bonus hingga saat anda daftar dan deposit di xm daftar dan nikmat kondisi trading baik pada forex
positif,@nza_121 (verified)\nLivechat: https://t.co/KgD0OPHhzs\nInstagram : @banksyariahindonesia dan @lifewithbsi dengan tanda centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan Selamat Berakhir Pekan. Terima kasih -Hafiza,bankbsi_id,nza_ verifiednlivechat banksyariahindonesia dan lifewithbsi dengan tanda centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan selamat berakhir pekan terima kasih hafiza,nza verifiednlivechat banksyariahindonesia dan lifewithbsi dengan tanda centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan selamat akhir pekan terima kasih hafiza
netral,@bankbsi_id Yup.. \nAda 6 perbedaan yaitu :\n1. logo menu\n2. warna golfcar\n3. warna baju\n4. stik golf dalem tas\n5. arah stik golf berlawanan\n#BankSyariahIndonesia,indraya,bankbsi_id yup nada perbedaan yaitu n logo menun warna golfcarn warna bajun stik golf dalem tasn arah stik golf berlawanann,bankbsi id yup nada beda yaitu n logo nun warna golfcarn warna bajun stik golf dalem tasn arah stik golf berlawanann
positif,Bank Syariah Indonesia berkomitmen untuk memajukan dan pemulihan ekonomi Indonesia,,bank syariah berkomitmen untuk memajukan dan pemulihan ekonomi ,bank syariah komitmen untuk maju dan pulih ekonomi
netral,Ideas shape the course of history.\n- John Maynard Keynes\n\n#lenterasinarpemuda #lsipa #studyabroad #workabroad #education #educationconsultant #selfdevelopment #collaboration #banksyariahindonesia #bsi https://t.co/yVTyXgw2ni,lsipa8,ideas shape the course of historyn john maynard keynesnn ,ideas shape the course of historyn john maynard keynesnn
netral,https://t.co/mFTOTgHJ5f\n\n@bankbsi_id #BSI #banksyariahindonesia @_TNIAL_,MediaAcehOnline, _tnial_,tnial
netral,Talenta Wirausaha BSI kini hadir lagi!\n\nPunya ide bisnis atau mengembangkan bisnis lebih besar? Yuk,,talenta wirausaha bsi kini hadir laginnpunya ide bisnis atau mengembangkan bisnis lebih besar yuk,talenta wirausaha bsi kini hadir laginnpunya ide bisnis atau kembang bisnis lebih besar yuk
netral,@bankbsi_id #BankSyariahIndonesia\nAda 5 :\n1. Logo digital HPnya\n2. Kaos yg dipakai\n3. Warna mobil golf\n4. Arah stik golfnya berlawanan \n5. Warna stik ditas golf,andikoe,bankbsi_id nada n logo digital hpnyan kaos yg dipakain warna mobil golfn arah stik golfnya berlawanan n warna stik ditas golf,bankbsi id nada n logo digital hpnyan kaos yg dipakain warna mobil golfn arah stik golf lawan n warna stik tas golf
positif,Dalam mewujudkan Pelabuhan yang estetik,,dalam mewujudkan pelabuhan yang estetik,dalam wujud labuh yang estetik
netral,Daftarkan dirimu sekarang juga! Jangan sampai terlewat ya,,daftarkan dirimu sekarang juga jangan sampai terlewat ya,daftar diri sekarang juga jangan sampai lewat ya
netral,Adapun untuk informasi kantor cabang tersebut terlampir di dalam image berikut. \n\nUntuk informasi lebih lanjut,,adapun untuk informasi kantor cabang tersebut terlampir di dalam image berikut nnuntuk informasi lebih lanjut,adapun untuk informasi kantor cabang sebut lampir di dalam image ikut nnuntuk informasi lebih lanjut
netral,@bankbsi_id Yang beda hubungan kita min,,bankbsi_id yang beda hubungan kita min,bankbsi id yang beda hubung kita min
netral,@bankbsi_id Wa'alaikumussalam min .\nAda 5 perbedaan gambar #BankSyariahIndonesia,akatoncahyadi,bankbsi_id waalaikumussalam min nada perbedaan gambar ,bankbsi id waalaikumussalam min nada beda gambar
positif,BSI akan meningkatkan pelayanan Jamaah Haji di Tahun 2023. Pelayanan seperti pembukaan setoran awal tabungan haji salah satunya. \n\n#banksyariahindonesia #kenalsyariah #syahriahyuk #syariahnews https://t.co/dp7A1Fa97V,syariahyuk,bsi akan meningkatkan pelayanan jamaah haji di tahun pelayanan seperti pembukaan setoran awal tabungan haji salah satunya nn ,bsi akan tingkat layan jamaah haji di tahun layan seperti buka setor awal tabung haji salah satu nn
positif,Nikmati promo khusus (diskon,,nikmati promo khusus diskon,nikmat promo khusus diskon
netral,@Hariskelana1 proses telah selesai dilakukan. \nAkun Resmi Bank Syariah Indonesia :\nIg dan fb : banksyariahindonesia\nMohon tidak memberikan data pribadi yang bersifat rahasia kepada siapapun seperti password,,hariskelana proses telah selesai dilakukan nakun resmi bank syariah nig dan fb banksyariahindonesianmohon tidak memberikan data pribadi yang bersifat rahasia kepada siapapun seperti password,hariskelana proses telah selesai laku nakun resmi bank syariah nig dan fb banksyariahindonesianmohon tidak beri data pribadi yang sifat rahasia kepada siapa seperti password
positif,Hal ini sejalan dengan spirit perseroan untuk mendukung UMKM Go Halal,,hal ini sejalan dengan spirit perseroan untuk mendukung umkm go halal,hal ini jalan dengan spirit persero untuk dukung umkm go halal
netral,Slide image berikut yuk ada tips kemanan dari Minsy. Selalu waspada dan teliti terhadap bentuk penipuan apapun ya,,slide image berikut yuk ada tips kemanan dari minsy selalu waspada dan teliti terhadap bentuk penipuan apapun ya,slide image ikut yuk ada tips keman dari minsy selalu waspada dan teliti hadap bentuk tipu apa ya
positif,Keren ya @banksyariahindonesia \n\n#layanansyariah\n\nhttps://t.co/88cryYcSgj,juwitaohjuwita,keren ya banksyariahindonesia nnnn,keren ya banksyariahindonesia nnnn
netral,@flyinpetalss (verified)\nTwitter: @bankbsi_id dengan centang Emas (verified)\nLivechat: https://t.co/KgD0OPHhzs\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan sehat selalu. Terima kasih,bankbsi_id,flyinpetalss verifiedntwitter bankbsi_id dengan centang emas verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih,flyinpetalss verifiedntwitter bankbsi id dengan centang emas verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih
positif,@julyninety90 (verified)\nLivechat: https://t.co/KgD0OPHhzs\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan sehat selalu. Terima kasih - Rahmad,bankbsi_id,julyninety verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih rahmad,julyninety verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih rahmad
netral,@SunuArdja dengan centang biru (verified)\nTwitter: @bankbsi_id dengan centang emas (verified)\nLivechat: https://t.co/KgD0OPHhzs\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan sehat sel,bankbsi_id,sunuardja dengan centang biru verifiedntwitter bankbsi_id dengan centang emas verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat sel,sunuardja dengan centang biru verifiedntwitter bankbsi id dengan centang emas verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat sel
netral,@oakshafr 021-80639999\nWhatsapp : 081584114040 dengan centang hijau(verified)\nFacebook: Bank Syariah Indonesia dengan centang biru (verified)\nTwitter: @bankbsi_id dengan centang Emas (verified)\nLivechat: https://t.co/KgD0OPHhzs\nInstagram: @banksyaria,bankbsi_id,oakshafr nwhatsapp dengan centang hijauverifiednfacebook bank syariah dengan centang biru verifiedntwitter bankbsi_id dengan centang emas verifiednlivechat banksyaria,oakshafr nwhatsapp dengan centang hijauverifiednfacebook bank syariah dengan centang biru verifiedntwitter bankbsi id dengan centang emas verifiednlivechat banksyaria
positif,@em4p_ @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan sehat selalu. Terima kasih - Tama,bankbsi_id,emp_ banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih tama,emp banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih tama
positif,@el_rosadi (verified)\nLivechat: https://t.co/KgD0OPHPp0\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan sehat selalu. Terima kasih -Erie,bankbsi_id,el_rosadi verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih erie,el rosadi verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih erie
positif,@kambingterbesar dengan centang emas (verified)\nLivechat: https://t.co/KgD0OPHhzs\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan sehat selalu. Terima kasih - Rahima,bankbsi_id,kambingterbesar dengan centang emas verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih rahima,kambingterbesar dengan centang emas verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih rahima
positif,@clowdystars https://t.co/KgD0OPHhzs\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan sehat selalu. Terima kasih - Rahima,bankbsi_id,clowdystars banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih rahima,clowdystars banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih rahima
